Medicine_ID,Counterfeit_Weight,DistArea_ID,Active_Since,Medicine_MRP,Medicine_Type,SidEffect_Level,Availability_rating,Area_Type,Area_City_Type,Area_dist_level,Counterfeit_Sales
TTJ13,21.5,Area018,2007,107.2752,Hreplacements,critical,0.134748174,Industrial,Tier 3,Medium,1838.7536
RMY66,13.15,Area045,2000,108.3726,Antipyretics,mild,0.145939639,DownTown,Tier 2,Unknown,1874.7068
JZM41,7.435,Area046,1995,163.1366,Mstablizers,critical,0.092327367,DownTown,Tier 1,Small,2984.5954
CDD33,10.3,Area013,1985,188.037,Hreplacements,mild,0.078194971,DownTown,Tier 3,High,2230.244
RGL63,18.8,Area018,2007,265.4356,Hreplacements,mild,0.039248606,Industrial,Tier 3,Medium,3928.034
ECE94,13.45,Area017,2005,256.646,OralContraceptives,mild,0.144921819,DownTown,Tier 2,Unknown,852.038
EJZ14,12.3,Area049,1997,165.563,OralContraceptives,critical,0.013,DownTown,Tier 1,Medium,738.852
IMW22,18.8,Area035,2002,271.991,OralContraceptives,mild,0.039865809,DownTown,Tier 2,Small,4320.856
FHS14,NA,Area027,1983,182.3422,Antibiotics,critical,0.059544984,CityLimits,Tier 3,Medium,4941.3816
VIC29,NA,Area027,1983,86.167,Antipyretics,mild,0.105241348,CityLimits,Tier 3,Medium,2563.144
QBT13,18.8,Area017,2005,114.099,Hreplacements,mild,0.065740763,DownTown,Tier 2,Unknown,1248.189
DXJ52,NA,Area027,1983,130.1124,Hreplacements,mild,0.013,CityLimits,Tier 3,Medium,1772.1736
RKU85,11.9,Area013,1985,243.9642,Antipyretics,mild,0.069748659,DownTown,Tier 3,High,4063.1914
RNM14,8.445,Area045,2000,171.6578,OralContraceptives,mild,0.030822936,DownTown,Tier 2,Unknown,1236.2046
BKL99,NA,Area027,1983,186.2686,Cardiac,mild,0.030659068,CityLimits,Tier 3,Medium,5979.3638
YSI44,22,Area046,1995,107.5042,Mstablizers,critical,0.09229647,DownTown,Tier 1,Small,1799.4714
QCS35,NA,Area027,1983,183.8738,Antifungal,critical,0.020006883,CityLimits,Tier 3,Medium,1329.4166
RGL63,18.8,Area045,2000,262.9356,Hreplacements,mild,0.039195131,DownTown,Tier 2,Unknown,2656.356
MRG11,19,Area049,1997,172.221,OralContraceptives,critical,0.055542484,DownTown,Tier 1,Medium,2233.573
JJZ12,9.9,Area035,2002,141.331,Antacids,critical,0.067474158,DownTown,Tier 2,Small,1151.648
KIS14,10.8,Area049,1997,238.7668,OralContraceptives,critical,0.013,DownTown,Tier 1,Medium,4029.2356
HMD10,19,Area018,2007,111.8674,Antimalarial,critical,0.135372504,Industrial,Tier 3,Medium,1742.8784
LRF62,13.6,Area017,2005,127.1834,Hreplacements,mild,0.050148619,DownTown,Tier 2,Unknown,2762.2182
FUU40,7.56,Area010,1996,121.3228,Antiseptics,mild,0.065593952,MidTownResidential,Tier 3,Unknown,334.0456
EZE26,19,Area018,2007,177.9474,Antiseptics,mild,0.025593467,Industrial,Tier 3,Medium,3987.2902
SVI87,19.55,Area018,2007,173.1894,Antibiotics,mild,0.025325122,Industrial,Tier 3,Medium,760.1576
SAD14,7.1,Area018,2007,100.0172,Antipyretics,mild,0.144489269,Industrial,Tier 3,Medium,1718.9096
DWE31,15.8,Area017,2005,273.0594,Antacids,critical,0.077224789,DownTown,Tier 2,Unknown,7177.8038
PVE70,19.55,Area017,2005,172.8526,Antifungal,mild,0.073589424,DownTown,Tier 2,Unknown,1099.7156
FKP38,14.15,Area045,2000,189.6318,Antibiotics,mild,0.035649893,DownTown,Tier 2,Unknown,1376.0226
NXQ22,18.4,Area035,2002,122.2886,Antibiotics,mild,0.141390273,DownTown,Tier 2,Small,1558.4518
XDV33,8.875,Area049,1997,207.1768,Antipyretics,mild,0.068476238,DownTown,Tier 1,Medium,1295.4608
INK89,10.51,Area013,1985,131.1414,Antibiotics,mild,0.021757492,DownTown,Tier 3,High,2184.3038
UHF16,12.6,Area013,1985,206.9426,Antimalarial,mild,0.020273831,DownTown,Tier 3,High,5254.3076
JFM47,NA,Area019,1983,200.9504,Antipyretics,mild,0.157534212,MidTownResidential,Tier 1,Small,688.2512
KBP10,14.9,Area045,2000,168.0946,Antibiotics,critical,0.056743689,DownTown,Tier 2,Unknown,1217.5622
RXK11,22.15,Area018,2007,97.5514,Mstablizers,critical,0.075477955,Industrial,Tier 3,Medium,1618.3738
JBP32,10.495,Area046,1995,116.6596,Antimalarial,critical,0.091060601,DownTown,Tier 1,Small,3025.2092
IMW22,NA,Area027,1983,271.591,OralContraceptives,mild,0.039740767,CityLimits,Tier 3,Medium,5635.811
FMJ26,17.05,Area049,1997,263.2382,Statins,mild,0.153821917,DownTown,Tier 1,Medium,2888.7202
KZY10,17.8,Area018,2007,112.299,Cardiac,critical,0.081403271,Industrial,Tier 3,Medium,732.194
MVI14,NA,Area019,1983,136.9994,Antibiotics,mild,0.013,MidTownResidential,Tier 1,Small,369.9988
XBY11,21.8,Area013,1985,164.934,MuscleRelaxants,mild,0.03612394,DownTown,Tier 3,High,2410.01
GKK14,18.9,Area018,2007,128.4782,Hreplacements,critical,0.060449835,Industrial,Tier 3,Medium,2734.9204
TUT39,10.075,Area018,2007,53.0428,Antipyretics,mild,0.123359004,Industrial,Tier 3,Medium,903.9704
IAS38,11.4,Area035,2002,207.8084,Tranquilizers,mild,0.067620504,DownTown,Tier 2,Small,3089.126
NQW13,19.5,Area045,2000,54.4086,Tranquilizers,mild,0.013,DownTown,Tier 2,Unknown,1228.215
AHC53,10.275,Area013,1985,113.399,Cardiac,critical,0.022051307,DownTown,Tier 3,High,422.597
GDV12,NA,Area027,1983,76.0168,Antibiotics,critical,0.173722863,CityLimits,Tier 3,Medium,2350.088
ELY14,10.9,Area013,1985,151.3154,Antibiotics,mild,0.04925493,DownTown,Tier 3,High,2807.4926
WUC76,9.485,Area010,1996,126.3808,Antibiotics,mild,0.077824502,MidTownResidential,Tier 3,Unknown,347.3616
NMA12,16.05,Area018,2007,246.9906,Tranquilizers,mild,0.046024328,Industrial,Tier 3,Medium,3202.9778
LHC12,21.8,Area045,2000,47.519,Antiseptics,mild,0.156574191,DownTown,Tier 2,Unknown,589.047
AFO34,15.95,Area045,2000,61.6666,Hreplacements,critical,0.112333217,DownTown,Tier 2,Unknown,1189.5986
DJC91,20.5,Area017,2005,101.2488,Cardiac,mild,0.13775207,DownTown,Tier 2,Unknown,746.8416
GKZ14,7.245,Area049,1997,137.6652,Antiseptics,mild,0.106170838,DownTown,Tier 1,Medium,1662.9824
QUH78,18.8,Area035,2002,154.5102,Antipyretics,critical,0.020538459,DownTown,Tier 2,Small,4195.6856
EUI92,12.195,Area017,2005,133.173,Antipyretics,critical,0.022676286,DownTown,Tier 2,Unknown,3561.844
LME51,21.8,Area046,1995,100.0172,Antifungal,mild,0.154792841,DownTown,Tier 1,Small,1272.8236
PQM96,NA,Area027,1983,74.1168,Antifungal,critical,0.06736436,CityLimits,Tier 3,Medium,1071.752
HKA14,14.95,Area018,2007,109.77,Cardiac,critical,0.044573246,Industrial,Tier 3,Medium,412.61
AGF42,17,Area013,1985,160.9024,Tranquilizers,mild,0.068943697,DownTown,Tier 3,High,2541.8384
WWX99,20,Area035,2002,239.501,OralContraceptives,critical,0.013,DownTown,Tier 2,Small,3328.814
AJF83,20.65,Area010,1996,174.1868,Analgesics,critical,0.079831682,MidTownResidential,Tier 3,Unknown,440.5736
RTM43,17.3,Area049,1997,89.6986,Antipyretics,critical,0.078165046,DownTown,Tier 1,Medium,969.8846
LZC90,8.265,Area013,1985,169.7604,Antiseptics,mild,0.013,DownTown,Tier 3,High,3282.208
SIZ31,12.695,Area045,2000,244.2616,Antimalarial,critical,0.082728296,DownTown,Tier 2,Unknown,1519.1696
CBI10,8.8,Area045,2000,67.2588,Antiseptics,mild,0.10960879,DownTown,Tier 2,Unknown,857.3644
WBN96,7.415,Area013,1985,199.553,Analgesics,critical,0.020038478,DownTown,Tier 3,High,3718.307
IHO60,NA,Area019,1983,274.391,Antipyretics,critical,0.166456703,MidTownResidential,Tier 1,Small,375.991
YED13,16.1,Area045,2000,120.957,Antacids,critical,0.056982464,DownTown,Tier 2,Unknown,3079.139
PPX45,10.01,Area035,2002,56.4376,Cardiac,mild,0.152202085,DownTown,Tier 2,Small,496.5008
DUJ62,16.8,Area018,2007,61.2692,OralContraceptives,critical,0.099184647,Industrial,Tier 3,Medium,507.1536
RHG44,20.65,Area035,2002,59.0034,Mstablizers,critical,0.095250863,DownTown,Tier 2,Small,647.6374
SAC31,NA,Area027,1983,183.4422,Analgesics,mild,0.047286109,CityLimits,Tier 3,Medium,5113.8238
CSM50,20.5,Area018,2007,122.1886,OralContraceptives,mild,0.113482186,Industrial,Tier 3,Medium,1780.829
HCT14,17.55,Area049,1997,162.7682,Antibiotics,critical,0.062051717,DownTown,Tier 1,Medium,2552.4912
QFD24,21.15,Area013,1985,275.4884,Antipyretics,mild,0.018230786,DownTown,Tier 3,High,5147.7796
MUE19,14.95,Area035,2002,269.9936,OralContraceptives,critical,0.09362523,DownTown,Tier 2,Small,2200.9488
VXA87,8.835,Area046,1995,131.144,Analgesics,mild,0.094787519,DownTown,Tier 1,Small,2270.192
JPE14,NA,Area019,1983,195.4898,OralContraceptives,mild,0.023615026,MidTownResidential,Tier 1,Small,487.1796
KON13,NA,Area027,1983,74.851,Hreplacements,mild,0.022534758,CityLimits,Tier 3,Medium,1314.769
VVP12,6.89,Area046,1995,73.5168,Hreplacements,critical,0.069602818,DownTown,Tier 1,Small,1838.7536
GMM11,12.3,Area035,2002,250.7512,Antibiotics,critical,0.070047756,DownTown,Tier 2,Small,7141.1848
ADT76,21.15,Area049,1997,205.3768,Antiviral,mild,0.06710964,DownTown,Tier 1,Medium,2083.768
WSV13,18.9,Area045,2000,163.9314,Antimalarial,mild,0.071209079,DownTown,Tier 2,Unknown,5387.4676
JSI16,7.515,Area010,1996,234.7062,Mstablizers,critical,0.096056555,MidTownResidential,Tier 3,Unknown,338.7062
IDG12,16.4,Area018,2007,139.131,OralContraceptives,critical,0.033015391,Industrial,Tier 3,Medium,1930.634
DCB19,14.65,Area013,1985,240.9352,Antipyretics,mild,0.115426197,DownTown,Tier 3,High,5838.88
XAG14,10.8,Area049,1997,196.8898,Antifungal,critical,0.061761223,DownTown,Tier 1,Medium,5351.5144
EKB79,13.1,Area035,2002,189.5344,OralContraceptives,critical,0.013,DownTown,Tier 2,Small,2254.2128
CGG23,18.9,Area035,2002,50.6454,OralContraceptives,mild,0.069281276,DownTown,Tier 2,Small,909.9626
QFD24,21.15,Area010,1996,276.9884,Antipyretics,mild,0.021762556,MidTownResidential,Tier 3,Unknown,377.9884
QQK28,14.65,Area049,1997,157.9392,OralContraceptives,mild,0.152669224,DownTown,Tier 1,Medium,2051.8096
RCT12,20.15,Area017,2005,168.7578,Statins,mild,0.150972993,DownTown,Tier 2,Unknown,1557.1202
QBT13,18.8,Area046,1995,113.299,Hreplacements,mild,0.013,DownTown,Tier 1,Small,3105.771
TTJ13,21.5,Area017,2005,105.6752,Hreplacements,critical,0.134940099,DownTown,Tier 2,Unknown,1263.5024
NQG12,7.18,Area049,1997,160.2392,Antiseptics,mild,0.037926013,DownTown,Tier 1,Medium,1604.392
PZS93,NA,Area027,1983,105.941,Hreplacements,critical,0.052031927,CityLimits,Tier 3,Medium,1850.738
IXV34,17.15,Area017,2005,104.7094,Cardiac,mild,0.15027,DownTown,Tier 2,Unknown,2017.188
NGH10,7.285,Area045,2000,137.6678,OralContraceptives,mild,0.108989602,DownTown,Tier 2,Unknown,621.6712
LSK61,20.15,Area017,2005,180.7132,Cardiac,mild,0.155443405,DownTown,Tier 2,Unknown,4509.9432
RCT12,20.15,Area049,1997,172.0578,Statins,mild,0.150410256,DownTown,Tier 1,Medium,1717.578
LWT80,8.81,Area017,2005,123.8544,Hreplacements,mild,0.117400238,DownTown,Tier 2,Unknown,1007.8352
VSA14,17.5,Area035,2002,201.1162,Antiseptics,mild,0.013,DownTown,Tier 2,Small,3384.0754
MIH17,18.9,Area018,2007,192.8976,Antiseptics,mild,0.028750947,Industrial,Tier 3,Medium,1742.8784
MBW35,10.27,Area013,1985,64.9956,Antiseptics,mild,0.105937216,DownTown,Tier 3,High,877.3384
BFK13,8.52,Area013,1985,75.051,Mstablizers,critical,0.05128933,DownTown,Tier 3,High,239.502
TAA14,NA,Area019,1983,238.4694,Hreplacements,mild,0.221162156,MidTownResidential,Tier 1,Small,341.3694
YOP62,10.01,Area017,2005,104.7778,Cardiac,mild,0.134936216,DownTown,Tier 2,Unknown,2741.5784
OLD10,19,Area018,2007,196.3924,Antifungal,critical,0.148646297,Industrial,Tier 3,Medium,3629.7556
UCB79,17.15,Area045,2000,227.8166,Antacids,mild,0.082240685,DownTown,Tier 2,Unknown,766.1498
UFA10,7.355,Area017,2005,170.6578,Antibiotics,mild,0.04427929,DownTown,Tier 2,Unknown,2519.867
RHG44,NA,Area027,1983,57.1034,Mstablizers,critical,0.09486804,CityLimits,Tier 3,Medium,1182.2748
VYB31,20.55,Area049,1997,151.8496,Cardiac,critical,0.047753686,DownTown,Tier 1,Medium,2089.0944
IZA10,17.8,Area045,2000,101.3146,Hreplacements,mild,0.041476451,DownTown,Tier 2,Unknown,1481.219
IMO12,14.8,Area046,1995,68.1562,Antipyretics,critical,0.080872402,DownTown,Tier 1,Small,468.5372
PCC14,NA,Area019,1983,261.2408,Antimalarial,critical,0.039420581,MidTownResidential,Tier 1,Small,1114.3632
HWG64,9.165,Area045,2000,174.8526,Stimulants,mild,0.074183503,DownTown,Tier 2,Unknown,1757.526
OMK35,11.9,Area049,1997,95.0224,Tranquilizers,mild,0.048247642,DownTown,Tier 1,Medium,1732.2256
YYX14,NA,Area027,1983,99.2514,Antipyretics,critical,0.04274207,CityLimits,Tier 3,Medium,3566.5046
FPR69,17.5,Area035,2002,188.637,OralContraceptives,critical,0.141397995,DownTown,Tier 2,Small,1524.496
SBW86,15.8,Area049,1997,180.0448,Antibiotics,critical,0.071918844,DownTown,Tier 1,Medium,3351.4512
NSG12,8.535,Area013,1985,126.7492,Antiseptics,mild,0.089791671,DownTown,Tier 3,High,2429.984
WEX14,18.05,Area035,2002,65.4298,Statins,mild,0.034220113,DownTown,Tier 2,Small,1353.3854
WAT20,NA,Area019,1983,99.1514,Mstablizers,critical,0.2134264,MidTownResidential,Tier 1,Small,378.6542
GSG12,NA,Area027,1983,123.586,Analgesics,mild,0.091589629,CityLimits,Tier 3,Medium,2829.464
EEG76,15.3,Area035,2002,62.864,Cardiac,critical,0.044261583,DownTown,Tier 2,Small,752.168
QFD24,21.15,Area046,1995,276.1884,Antipyretics,mild,0.018235143,DownTown,Tier 1,Small,2762.884
ZEP43,12.195,Area017,2005,116.628,OralContraceptives,mild,0.040032204,DownTown,Tier 2,Unknown,965.224
NGK10,6.935,Area010,1996,158.505,Mstablizers,mild,0.185856719,MidTownResidential,Tier 3,Unknown,562.415
VFV14,11.95,Area017,2005,239.6668,Hreplacements,critical,0.098617517,DownTown,Tier 2,Unknown,2416.668
YAO11,16.4,Area010,1996,98.583,Mstablizers,mild,0.140334766,MidTownResidential,Tier 3,Unknown,202.883
AJO33,17.8,Area046,1995,189.0318,Antiseptics,mild,0.049641597,DownTown,Tier 1,Small,1376.0226
CJQ14,14.65,Area045,2000,218.8638,Cardiac,critical,0.027656564,DownTown,Tier 2,Unknown,2390.7018
IEB77,13.45,Area013,1985,73.3826,Antimalarial,mild,0.050864854,DownTown,Tier 3,High,435.913
VKW64,14.95,Area049,1997,196.6924,Hreplacements,mild,0.049016619,DownTown,Tier 1,Medium,1408.6468
VPA11,22.05,Area049,1997,250.588,Antiviral,critical,0.14253868,DownTown,Tier 1,Medium,2509.88
MGD92,20.4,Area013,1985,220.9586,Antibiotics,mild,0.051531668,DownTown,Tier 3,High,5600.5236
BNH40,18.55,Area045,2000,181.8764,Antipyretics,mild,0.013,DownTown,Tier 2,Unknown,4750.9628
WVF37,NA,Area027,1983,133.3388,Analgesics,critical,0.125119359,CityLimits,Tier 3,Medium,2094.4208
EXH11,NA,Area027,1983,56.2402,Antibiotics,mild,0.013,CityLimits,Tier 3,Medium,985.8638
XHP14,11.495,Area013,1985,54.1428,Hreplacements,mild,0.054907414,DownTown,Tier 3,High,288.7712
CPF13,17.9,Area013,1985,186.9344,Antiseptics,mild,0.040556247,DownTown,Tier 3,High,2075.7784
UMX23,18.9,Area013,1985,122.1202,Antimalarial,critical,0.089058484,DownTown,Tier 3,High,2138.3636
WUC76,9.485,Area046,1995,127.4808,Antibiotics,mild,0.051729057,DownTown,Tier 1,Small,1987.8928
MUE19,14.95,Area045,2000,271.4936,OralContraceptives,critical,0.093804019,DownTown,Tier 2,Unknown,2461.9424
RKU85,11.9,Area049,1997,242.2642,Antipyretics,mild,0.069884225,DownTown,Tier 1,Medium,3133.7346
NNX49,12.1,Area017,2005,254.2144,Antibiotics,mild,0.063000257,DownTown,Tier 2,Unknown,4768.2736
OQH15,16.5,Area046,1995,229.7824,Cardiac,mild,0.034207519,DownTown,Tier 1,Small,1860.0592
THP41,10.195,Area045,2000,243.2616,Statins,mild,0.013,DownTown,Tier 2,Unknown,2925.3392
JWP65,13.1,Area035,2002,197.3924,Analgesics,mild,0.126307794,DownTown,Tier 2,Small,1963.924
QMN13,8.93,Area010,1996,55.4402,Hreplacements,critical,0.238476528,MidTownResidential,Tier 3,Unknown,158.9402
OHI10,7.85,Area017,2005,167.8288,Antacids,critical,0.047800079,DownTown,Tier 2,Unknown,1684.288
JIV77,18.15,Area013,1985,155.276,Hreplacements,mild,0.152301634,DownTown,Tier 3,High,2896.044
TIQ73,NA,Area027,1983,178.5474,Antibiotics,mild,0.038612348,CityLimits,Tier 3,Medium,3313.5006
NSG12,8.535,Area017,2005,127.2492,Antiseptics,mild,0.090290355,DownTown,Tier 2,Unknown,2429.984
OJT30,20.55,Area035,2002,65.4956,Antipyretics,mild,0.1147546,DownTown,Tier 2,Small,604.3604
NJZ80,15.15,Area010,1996,244.23,Stimulants,critical,0.107265737,MidTownResidential,Tier 3,Unknown,346.03
KJO95,19.4,Area013,1985,103.9094,Antibiotics,mild,0.035380952,DownTown,Tier 3,High,589.047
WOT11,19.9,Area013,1985,163.4366,Hreplacements,mild,0.02875657,DownTown,Tier 3,High,3286.8686
JET13,7.915,Area010,1996,206.6426,Antipyretics,mild,0.169307983,MidTownResidential,Tier 3,Unknown,903.9704
CQZ29,16.9,Area010,1996,87.667,OralContraceptives,mild,0.208688803,MidTownResidential,Tier 3,Unknown,266.134
RCT12,20.15,Area045,2000,168.9578,Statins,mild,0.15047519,DownTown,Tier 2,Unknown,3482.6138
OYN80,8.535,Area035,2002,207.5452,Hreplacements,mild,0.013,DownTown,Tier 2,Small,2461.9424
GRM60,9.125,Area046,1995,73.7826,Antimalarial,mild,0.09262861,DownTown,Tier 1,Small,2115.0606
SCK30,NA,Area027,1983,187.3054,Antiseptics,mild,0.04400078,CityLimits,Tier 3,Medium,2214.2648
NOR77,21,Area035,2002,198.5556,Cardiac,critical,0.029202582,DownTown,Tier 2,Small,3492.6008
JKD14,13.9,Area035,2002,44.7874,Antipyretics,mild,0.037190156,DownTown,Tier 2,Small,607.0236
VFV14,11.95,Area045,2000,240.5668,Hreplacements,critical,0.098308611,DownTown,Tier 2,Unknown,5872.17
NXW60,18.05,Area035,2002,83.5038,Antimalarial,critical,0.021564925,DownTown,Tier 2,Small,1517.1722
OVU58,15.1,Area018,2007,65.693,Antipyretics,mild,0.110457483,Industrial,Tier 3,Medium,1131.674
RXO14,10.9,Area013,1985,53.9086,Antiseptics,mild,0.042619203,DownTown,Tier 3,High,737.5204
JES11,14.4,Area046,1995,199.553,MuscleRelaxants,mild,0.013,DownTown,Tier 1,Small,1631.024
MKK14,15.9,Area045,2000,57.8692,Analgesics,mild,0.163872868,DownTown,Tier 2,Unknown,1492.5376
TKG19,7.97,Area018,2007,140.8626,Hreplacements,critical,0.10331453,Industrial,Tier 3,Medium,1293.4634
AWN68,17,Area046,1995,69.7536,Antibiotics,critical,0.031930352,DownTown,Tier 1,Small,970.5504
LTH47,19.05,Area013,1985,118.0912,MuscleRelaxants,mild,0.124209003,DownTown,Tier 3,High,1095.7208
TTJ13,21.5,Area013,1985,107.6752,Hreplacements,critical,0.134153331,DownTown,Tier 3,High,1071.752
GLQ11,12.15,Area017,2005,117.7622,Hreplacements,mild,0.176160327,DownTown,Tier 2,Unknown,1806.7952
WTA87,21.55,Area049,1997,243.0616,Antiseptics,mild,0.161163564,DownTown,Tier 1,Medium,1987.8928
IZA10,NA,Area027,1983,100.5146,Hreplacements,mild,0.041281197,CityLimits,Tier 3,Medium,3761.584
TES38,7.16,Area046,1995,166.3314,Antimalarial,critical,0.163853308,DownTown,Tier 1,Small,2129.7082
RQL15,7.415,Area017,2005,102.7488,OralContraceptives,critical,0.024437302,DownTown,Tier 2,Unknown,1471.232
KVS72,21,Area046,1995,114.799,Antimalarial,critical,0.031024769,DownTown,Tier 1,Small,1144.99
EGU28,11.1,Area035,2002,204.8478,MuscleRelaxants,mild,0.103448534,DownTown,Tier 2,Small,887.9912
GCV94,13.8,Area046,1995,99.3488,Antibiotics,critical,0.09475276,DownTown,Tier 1,Small,1380.6832
FWX31,20.65,Area010,1996,176.3816,Antimalarial,critical,0.122667698,MidTownResidential,Tier 3,Unknown,784.1264
PDQ67,18.05,Area046,1995,44.8532,Tranquilizers,mild,0.088735621,DownTown,Tier 1,Small,436.5788
IAP71,20.4,Area046,1995,193.0608,MuscleRelaxants,mild,0.104917786,DownTown,Tier 1,Small,1950.608
KFD15,22.65,Area010,1996,106.5094,Antibiotics,mild,0.143127365,MidTownResidential,Tier 3,Unknown,303.4188
MEF33,20.8,Area013,1985,189.5002,Cardiac,mild,0.095483516,DownTown,Tier 3,High,2978.6032
IOW64,7.875,Area046,1995,156.7444,Antacids,critical,0.088507758,DownTown,Tier 1,Small,1709.5884
NBV27,7.97,Area017,2005,99.2514,Hreplacements,critical,0.137126756,DownTown,Tier 2,Unknown,2238.2336
BCT83,13.6,Area049,1997,85.138,Mstablizers,mild,0.022425158,DownTown,Tier 1,Medium,1650.998
GLJ63,17.4,Area045,2000,108.141,Antibiotics,critical,0.037999711,DownTown,Tier 2,Unknown,1368.033
ORN12,NA,Area019,1983,166.1314,Antimalarial,critical,0.071545606,MidTownResidential,Tier 1,Small,423.2628
ZCZ64,18.65,Area017,2005,90.9618,MuscleRelaxants,mild,0.033676141,DownTown,Tier 2,Unknown,1321.427
XPX11,16.65,Area010,1996,45.519,OralContraceptives,mild,0.03646559,MidTownResidential,Tier 3,Unknown,149.619
EQV54,10.275,Area046,1995,96.7224,Cardiac,critical,0.06572914,DownTown,Tier 1,Small,1135.6688
ZKH72,14.45,Area013,1985,188.5686,Antiseptics,mild,0.037630755,DownTown,Tier 3,High,2779.529
RVX39,20.8,Area046,1995,65.9614,Antiseptics,mild,0.027274292,DownTown,Tier 1,Small,831.3982
EIJ11,16.4,Area035,2002,248.4248,Antiseptics,mild,0.072313603,DownTown,Tier 2,Small,4379.4464
KXU14,6.765,Area035,2002,143.2626,Mstablizers,critical,0.061518008,DownTown,Tier 2,Small,2473.9268
HZM67,19.05,Area013,1985,44.5216,Antiviral,mild,0.086349552,DownTown,Tier 3,High,1047.7832
JQW88,NA,Area027,1983,110.6016,Mstablizers,mild,0.068648052,CityLimits,Tier 3,Medium,2946.6448
HNJ12,8.26,Area013,1985,103.0146,Analgesics,mild,0.090129323,DownTown,Tier 3,High,1846.0774
AKE16,19.15,Area018,2007,206.3794,Antacids,mild,0.100824967,Industrial,Tier 3,Medium,1868.7146
EVE11,6.395,Area018,2007,152.7838,Hreplacements,critical,0.143031207,Industrial,Tier 3,Medium,674.9352
CYY10,7.03,Area013,1985,97.3882,Analgesics,mild,0.058334098,DownTown,Tier 3,High,1916.6522
CBI10,8.8,Area013,1985,68.1588,Antiseptics,mild,0.109333029,DownTown,Tier 3,High,1258.176
TRX84,9.155,Area013,1985,228.9482,Antipyretics,critical,0.086858923,DownTown,Tier 3,High,3836.8194
IAP53,6.955,Area035,2002,157.2102,Analgesics,mild,0.188047104,DownTown,Tier 2,Small,2008.5326
NUY94,13.45,Area010,1996,47.9506,Tranquilizers,mild,0.145952286,MidTownResidential,Tier 3,Unknown,150.9506
DGX15,10.9,Area010,1996,268.662,Hreplacements,mild,0.099145867,MidTownResidential,Tier 3,Unknown,372.662
NXT21,20.15,Area013,1985,200.6846,Tranquilizers,mild,0.0650115,DownTown,Tier 3,High,3743.6074
HNB36,21.5,Area035,2002,137.7678,Antibiotics,critical,0.072790095,DownTown,Tier 2,Small,3673.6984
MKM14,13.45,Area010,1996,192.595,Antimalarial,critical,0.084440118,MidTownResidential,Tier 3,Unknown,662.285
QAE90,20.9,Area049,1997,66.7614,Analgesics,mild,0.04695415,DownTown,Tier 1,Medium,886.6596
QJZ43,17.3,Area046,1995,98.8856,OralContraceptives,critical,0.112271209,DownTown,Tier 1,Small,991.856
OJS40,NA,Area027,1983,127.8782,Antipyretics,mild,0.033769677,CityLimits,Tier 3,Medium,2854.0986
JUP10,7.725,Area035,2002,142.5626,Stimulants,mild,0.07616338,DownTown,Tier 2,Small,2211.6016
KXV82,8.125,Area046,1995,272.8226,Tranquilizers,mild,0.072846975,DownTown,Tier 1,Small,9892.9362
OXK54,NA,Area019,1983,114.0674,Cardiac,critical,0.027342659,MidTownResidential,Tier 1,Small,316.7348
SAC31,9.27,Area010,1996,182.4422,Analgesics,mild,0.070667173,MidTownResidential,Tier 3,Unknown,630.3266
KOE13,18.55,Area013,1985,176.7526,Analgesics,mild,0.050155206,DownTown,Tier 3,High,3895.4098
PZL14,10.4,Area049,1997,59.1718,Antiseptics,mild,0.093417724,DownTown,Tier 1,Medium,538.4462
HLD43,20.5,Area046,1995,140.131,Antiseptics,mild,0.054227831,DownTown,Tier 1,Small,2060.465
BGH11,NA,Area027,1983,101.612,Cardiac,critical,0.115226474,CityLimits,Tier 3,Medium,3188.996
AFS55,NA,Area027,1983,106.0752,Antimalarial,critical,0.191210285,CityLimits,Tier 3,Medium,4043.8832
KJA29,15.8,Area010,1996,51.7454,Cardiac,critical,0.08204249,MidTownResidential,Tier 3,Unknown,154.9454
RWJ12,NA,Area019,1983,108.8384,Mstablizers,critical,0.065791124,MidTownResidential,Tier 1,Small,704.2304
RZP72,19.05,Area049,1997,198.324,Mstablizers,critical,0.080607749,DownTown,Tier 1,Medium,2909.36
RNM14,8.445,Area017,2005,170.9578,OralContraceptives,mild,0.030887474,DownTown,Tier 2,Unknown,1878.0358
DST32,10.285,Area017,2005,109.97,Antibiotics,mild,0.197440421,DownTown,Tier 2,Unknown,3408.71
JVG23,17.65,Area017,2005,207.111,Antiseptics,mild,0.104074449,DownTown,Tier 2,Unknown,3451.987
IAP53,6.955,Area046,1995,157.8102,Analgesics,mild,0.013,DownTown,Tier 1,Small,1279.4816
KXG14,10.8,Area049,1997,42.79,Analgesics,mild,0.054951439,DownTown,Tier 1,Medium,978.54
YSQ17,7.08,Area013,1985,275.2568,Hreplacements,critical,0.087087369,DownTown,Tier 3,High,6968.0768
JDM32,9.35,Area013,1985,267.8646,Antibiotics,critical,0.013,DownTown,Tier 3,High,5266.292
WJW67,8.05,Area018,2007,105.9752,Antipyretics,critical,0.121679906,Industrial,Tier 3,Medium,1359.3776
DXX87,17.9,Area017,2005,183.6422,Statins,mild,0.149500981,DownTown,Tier 2,Unknown,4251.6128
DCV26,7.395,Area045,2000,152.2154,MuscleRelaxants,mild,0.094361288,DownTown,Tier 2,Unknown,2807.4926
HMA57,16.4,Area010,1996,207.511,Hreplacements,mild,0.013,MidTownResidential,Tier 3,Unknown,309.411
